"","Project.ID","Borough","MedianActualRent","BedroomSize"
"1",59474,"Manhattan",885,"2-BR"
"2",59474,"Manhattan",822.5,"1-BR"
"3",58891,"Manhattan",887,"2-BR"
"4",58891,"Manhattan",882,"2-BR"
"5",58891,"Manhattan",844,"2-BR"
"6",58891,"Manhattan",906,"STUDIO"
"7",58891,"Manhattan",867,"STUDIO"
"8",58891,"Manhattan",987,"3-BR"
"9",58891,"Manhattan",843,"1-BR"
"10",58891,"Manhattan",859,"3-BR"
"11",58891,"Manhattan",843,"3-BR"
"12",58891,"Manhattan",882,"1-BR"
"13",58891,"Manhattan",987,"3-BR"
"14",58891,"Manhattan",871,"3-BR"
"15",58891,"Manhattan",911,"3-BR"
"16",58891,"Manhattan",1390,"3-BR"
"17",58891,"Manhattan",1288.5,"3-BR"
"18",58891,"Manhattan",1305,"3-BR"
"19",58891,"Manhattan",1019.5,"2-BR"
"20",58891,"Manhattan",747,"1-BR"
"21",58891,"Manhattan",884,"STUDIO"
"22",58891,"Manhattan",792,"STUDIO"
"23",58891,"Manhattan",781,"1-BR"
"24",58891,"Manhattan",1257,"2-BR"
"25",58891,"Manhattan",955.5,"2-BR"
"26",58891,"Manhattan",1152,"2-BR"
"27",58891,"Manhattan",806.5,"2-BR"
"28",58891,"Manhattan",769,"1-BR"
"29",58891,"Manhattan",1058.5,"2-BR"
"30",58891,"Manhattan",0,"2-BR"
"31",58891,"Manhattan",1026.5,"2-BR"
"32",58891,"Manhattan",970,"2-BR"
"33",58891,"Manhattan",680,"2-BR"
"34",58891,"Manhattan",940,"2-BR"
"35",58891,"Manhattan",878,"STUDIO"
"36",58891,"Manhattan",822,"2-BR"
"37",58891,"Manhattan",816,"2-BR"
"38",58891,"Manhattan",397,"2-BR"
"39",58891,"Manhattan",719,"1-BR"
"40",58891,"Manhattan",829,"1-BR"
"41",58891,"Manhattan",950,"1-BR"
"42",58891,"Manhattan",878,"STUDIO"
"43",58891,"Manhattan",759,"2-BR"
"44",58891,"Manhattan",931,"1-BR"
"45",52674,"Manhattan",1064,"1-BR"
"46",52674,"Manhattan",1093.5,"2-BR"
"47",52674,"Manhattan",1608,"4-BR"
"48",52674,"Manhattan",1583,"4-BR"
"49",52674,"Manhattan",1025,"2-BR"
"50",52674,"Manhattan",952,"1-BR"
"51",52674,"Manhattan",889,"2-BR"
"52",52674,"Manhattan",797,"1-BR"
"53",52674,"Manhattan",850,"1-BR"
"54",52674,"Manhattan",1146,"2-BR"
"55",52674,"Manhattan",780,"2-BR"
"56",52674,"Manhattan",865.5,"1-BR"
"57",51143,"Manhattan",1293,"1-BR"
"58",51143,"Manhattan",739,"3-BR"
"59",51143,"Manhattan",824,"2-BR"
"60",51143,"Manhattan",886.5,"2-BR"
"61",51143,"Manhattan",703,"1-BR"
"62",51143,"Manhattan",1085,"2-BR"
"63",51143,"Manhattan",810,"2-BR"
"64",51143,"Manhattan",1148,"3-BR"
"65",51143,"Manhattan",1319,"1-BR"
"66",51143,"Manhattan",1293,"1-BR"
"67",51143,"Manhattan",815.5,"2-BR"
"68",51143,"Manhattan",904,"1-BR"
"69",63941,"Manhattan",2520,"2-BR"
"70",63941,"Manhattan",2649,"2-BR"
"71",63941,"Manhattan",2089,"1-BR"
"72",63941,"Manhattan",1995,"1-BR"
"73",63845,"Manhattan",0,"2-BR"
"74",63845,"Manhattan",1029,"2-BR"
"75",63845,"Manhattan",670,"2-BR"
"76",63845,"Manhattan",647,"2-BR"
"77",63845,"Manhattan",964,"2-BR"
"78",63845,"Manhattan",717,"3-BR"
"79",63845,"Manhattan",1176,"3-BR"
"80",63845,"Manhattan",1144,"3-BR"
"81",63845,"Manhattan",1050,"2-BR"
"82",63845,"Manhattan",767,"3-BR"
"83",63845,"Manhattan",701,"2-BR"
"84",60000,"Manhattan",1515,"STUDIO"
"85",63845,"Manhattan",499,"STUDIO"
"86",63845,"Manhattan",1398,"1-BR"
"87",63845,"Manhattan",1518,"4-BR"
"88",63845,"Manhattan",1240,"3-BR"
"89",63845,"Manhattan",819,"4-BR"
"90",63845,"Manhattan",581,"1-BR"
"91",63845,"Manhattan",627,"2-BR"
"92",63845,"Manhattan",1239,"3-BR"
"93",63845,"Manhattan",1034,"1-BR"
"94",63845,"Manhattan",689,"3-BR"
"95",53551,"Manhattan",929,"2-BR"
"96",53551,"Manhattan",1066,"3-BR"
"97",53551,"Manhattan",768,"1-BR"
"98",53551,"Manhattan",715,"STUDIO"
"99",63845,"Manhattan",940,"1-BR"
"100",63845,"Manhattan",671.5,"2-BR"
"101",63845,"Manhattan",965.5,"2-BR"
"102",48650,"Manhattan",1200,"3-BR"
"103",53551,"Manhattan",768,"1-BR"
"104",53551,"Manhattan",929,"2-BR"
"105",53551,"Manhattan",715,"STUDIO"
"106",59474,"Manhattan",1045,"1-BR"
"107",59474,"Manhattan",750,"1-BR"
"108",59474,"Manhattan",1115,"2-BR"
"109",59474,"Manhattan",571,"1-BR"
"110",59474,"Manhattan",1535,"2-BR"
"111",59474,"Manhattan",1293,"2-BR"
"112",59474,"Manhattan",622,"1-BR"
"113",59474,"Manhattan",634,"STUDIO"
"114",59474,"Manhattan",938,"1-BR"
"115",59474,"Manhattan",926.5,"2-BR"
"116",59474,"Manhattan",1172,"3-BR"
"117",59474,"Manhattan",849,"STUDIO"
"118",59474,"Manhattan",998,"1-BR"
"119",59474,"Manhattan",1063,"2-BR"
"120",59474,"Manhattan",1008.5,"STUDIO"
"121",59474,"Manhattan",1394.5,"2-BR"
"122",59474,"Manhattan",866.5,"1-BR"
"123",59474,"Manhattan",766.5,"3-BR"
"124",59474,"Manhattan",1034.5,"2-BR"
"125",59474,"Manhattan",739.5,"2-BR"
"126",59474,"Manhattan",781,"3-BR"
"127",59474,"Manhattan",931,"2-BR"
"128",59474,"Manhattan",1223,"2-BR"
"129",59474,"Manhattan",770.5,"3-BR"
"130",59474,"Manhattan",1069,"3-BR"
"131",59474,"Manhattan",920,"2-BR"
"132",59474,"Manhattan",1362,"3-BR"
"133",59474,"Manhattan",949.5,"2-BR"
"134",59474,"Manhattan",949.5,"2-BR"
"135",59474,"Manhattan",1020.5,"3-BR"
"136",59474,"Manhattan",1020.5,"3-BR"
"137",59474,"Manhattan",933,"2-BR"
"138",59474,"Manhattan",933,"2-BR"
"139",59474,"Manhattan",667.5,"3-BR"
"140",59474,"Manhattan",536.5,"STUDIO"
"141",59474,"Manhattan",667.5,"3-BR"
"142",59474,"Manhattan",536.5,"STUDIO"
"143",58891,"Manhattan",884,"1-BR"
"144",58891,"Manhattan",738,"STUDIO"
"145",58891,"Manhattan",857,"STUDIO"
"146",58891,"Manhattan",676,"2-BR"
"147",58891,"Manhattan",846,"1-BR"
"148",58891,"Manhattan",759,"2-BR"
"149",59474,"Manhattan",1066,"2-BR"
"150",59474,"Manhattan",1094,"3-BR"
"151",59474,"Manhattan",807,"1-BR"
"152",59474,"Manhattan",1589,"2-BR"
"153",59474,"Manhattan",1101,"3-BR"
"154",58891,"Manhattan",817.5,"STUDIO"
"155",58891,"Manhattan",800,"1-BR"
"156",58891,"Manhattan",780.5,"STUDIO"
"157",58891,"Manhattan",887,"1-BR"
"158",58891,"Manhattan",876.5,"STUDIO"
"159",58891,"Manhattan",824,"1-BR"
"160",58891,"Manhattan",847,"STUDIO"
"161",58891,"Manhattan",919,"2-BR"
"162",58891,"Manhattan",801.5,"1-BR"
"163",58891,"Manhattan",734,"STUDIO"
"164",58891,"Manhattan",804,"1-BR"
"165",58891,"Manhattan",805,"1-BR"
"166",58891,"Manhattan",782,"1-BR"
"167",58891,"Manhattan",717,"STUDIO"
"168",58891,"Manhattan",865,"STUDIO"
"169",58891,"Manhattan",909,"2-BR"
"170",58891,"Manhattan",855,"STUDIO"
"171",58891,"Manhattan",909,"2-BR"
"172",58891,"Manhattan",1070,"2-BR"
"173",58891,"Manhattan",865,"STUDIO"
"174",58891,"Manhattan",896,"2-BR"
"175",58891,"Manhattan",573,"3-BR"
"176",58891,"Manhattan",1877,"1-BR"
"177",58891,"Manhattan",850,"1-BR"
"178",58891,"Manhattan",594,"3-BR"
"179",58891,"Manhattan",888,"1-BR"
"180",58891,"Manhattan",1571,"1-BR"
"181",58891,"Manhattan",1577,"2-BR"
"182",58891,"Manhattan",747,"1-BR"
"183",58891,"Manhattan",1095,"3-BR"
"184",58891,"Manhattan",861,"1-BR"
"185",58891,"Manhattan",813,"1-BR"
"186",58891,"Manhattan",1073,"3-BR"
"187",58891,"Manhattan",938,"2-BR"
"188",58891,"Manhattan",1060.5,"2-BR"
"189",58891,"Manhattan",1308.5,"2-BR"
"190",58891,"Manhattan",781.5,"1-BR"
"191",58891,"Manhattan",1001.5,"1-BR"
"192",58891,"Manhattan",821,"2-BR"
"193",58891,"Manhattan",734,"STUDIO"
"194",58891,"Manhattan",778,"STUDIO"
"195",58891,"Manhattan",995.5,"2-BR"
"196",58891,"Manhattan",855,"STUDIO"
"197",58891,"Manhattan",843,"1-BR"
"198",58891,"Manhattan",1070,"2-BR"
"199",58891,"Manhattan",296,"STUDIO"
"200",58891,"Manhattan",908,"2-BR"
"201",58891,"Manhattan",923,"2-BR"
"202",58891,"Manhattan",982,"1-BR"
"203",58891,"Manhattan",763,"STUDIO"
"204",58891,"Manhattan",1091,"3-BR"
"205",58891,"Manhattan",1020,"1-BR"
"206",58891,"Manhattan",1240,"1-BR"
"207",58891,"Manhattan",915,"1-BR"
"208",58891,"Manhattan",1015,"1-BR"
"209",58891,"Manhattan",886,"STUDIO"
"210",58891,"Manhattan",689,"1-BR"
"211",58891,"Manhattan",1061,"STUDIO"
"212",58891,"Manhattan",993,"1-BR"
"213",58891,"Manhattan",944,"1-BR"
"214",58891,"Manhattan",691,"1-BR"
"215",58891,"Manhattan",721,"1-BR"
"216",58891,"Manhattan",999,"3-BR"
"217",58891,"Manhattan",955,"STUDIO"
"218",58891,"Manhattan",1012.5,"3-BR"
"219",58891,"Manhattan",782,"STUDIO"
"220",58891,"Manhattan",1066,"1-BR"
"221",58891,"Manhattan",848,"1-BR"
"222",58891,"Manhattan",896,"STUDIO"
"223",58891,"Manhattan",823,"STUDIO"
"224",58891,"Manhattan",877,"STUDIO"
"225",58891,"Manhattan",1085,"3-BR"
"226",58891,"Manhattan",1054,"3-BR"
"227",58891,"Manhattan",912,"1-BR"
"228",58891,"Manhattan",913,"3-BR"
"229",58891,"Manhattan",806,"STUDIO"
"230",58891,"Manhattan",1070.5,"2-BR"
"231",58891,"Manhattan",821,"1-BR"
"232",58891,"Manhattan",945.5,"3-BR"
"233",58891,"Manhattan",1004,"2-BR"
"234",58891,"Manhattan",1072,"3-BR"
"235",58891,"Manhattan",744,"1-BR"
"236",58891,"Manhattan",1288,"3-BR"
"237",58891,"Manhattan",942,"STUDIO"
"238",58891,"Manhattan",938,"2-BR"
"239",58891,"Manhattan",854,"STUDIO"
"240",58891,"Manhattan",800,"STUDIO"
"241",58891,"Manhattan",859,"2-BR"
"242",58891,"Manhattan",726,"1-BR"
"243",58891,"Manhattan",897.5,"STUDIO"
"244",58891,"Manhattan",877,"2-BR"
"245",58891,"Manhattan",695,"1-BR"
"246",58891,"Manhattan",874,"2-BR"
"247",58891,"Manhattan",874,"STUDIO"
"248",58891,"Manhattan",1078.5,"2-BR"
"249",58891,"Manhattan",860,"STUDIO"
"250",58891,"Manhattan",1018,"2-BR"
"251",58891,"Manhattan",745,"STUDIO"
"252",58891,"Manhattan",337,"STUDIO"
"253",58891,"Manhattan",752.5,"STUDIO"
"254",58891,"Manhattan",1109,"2-BR"
"255",58891,"Manhattan",976,"STUDIO"
"256",58891,"Manhattan",937,"2-BR"
"257",58891,"Manhattan",555,"1-BR"
"258",58891,"Manhattan",912.5,"1-BR"
"259",58891,"Manhattan",901,"2-BR"
"260",58891,"Manhattan",943,"2-BR"
"261",58891,"Manhattan",845,"STUDIO"
"262",58891,"Manhattan",896,"STUDIO"
"263",58891,"Manhattan",1018,"2-BR"
"264",58891,"Manhattan",917,"1-BR"
"265",58891,"Manhattan",967,"1-BR"
"266",58891,"Manhattan",989,"2-BR"
"267",58891,"Manhattan",1188.5,"2-BR"
"268",58891,"Manhattan",682,"STUDIO"
"269",58891,"Manhattan",1174,"2-BR"
"270",58891,"Manhattan",653,"STUDIO"
"271",58891,"Manhattan",1019,"2-BR"
"272",59474,"Manhattan",982,"1-BR"
"273",59474,"Manhattan",1159,"2-BR"
"274",59474,"Manhattan",978,"STUDIO"
"275",59474,"Manhattan",837,"STUDIO"
"276",59474,"Manhattan",1134,"2-BR"
"277",59474,"Manhattan",905,"1-BR"
"278",58891,"Manhattan",699,"STUDIO"
"279",58891,"Manhattan",811,"1-BR"
"280",58891,"Manhattan",787.5,"1-BR"
"281",58891,"Manhattan",795,"1-BR"
"282",58891,"Manhattan",685,"STUDIO"
"283",58891,"Manhattan",775,"1-BR"
"284",58891,"Manhattan",699,"STUDIO"
"285",58891,"Manhattan",1224,"2-BR"
"286",58891,"Manhattan",849,"2-BR"
"287",58891,"Manhattan",795,"1-BR"
"288",58891,"Manhattan",787.5,"1-BR"
"289",58891,"Manhattan",917,"1-BR"
"290",58891,"Manhattan",915,"1-BR"
"291",58891,"Manhattan",909,"STUDIO"
"292",58891,"Manhattan",912,"3-BR"
"293",58891,"Manhattan",732.5,"1-BR"
"294",58891,"Manhattan",873,"3-BR"
"295",58891,"Manhattan",1373,"2-BR"
"296",58891,"Manhattan",559,"3-BR"
"297",58891,"Manhattan",1530,"4-BR"
"298",58891,"Manhattan",1269,"1-BR"
"299",58891,"Manhattan",1178,"4-BR"
"300",58891,"Manhattan",1217,"3-BR"
"301",58891,"Manhattan",1020,"1-BR"
"302",58891,"Manhattan",915,"1-BR"
"303",59474,"Manhattan",1409,"3-BR"
"304",59474,"Manhattan",908.5,"STUDIO"
"305",59474,"Manhattan",1263.5,"2-BR"
"306",58891,"Manhattan",867,"1-BR"
"307",58891,"Manhattan",192,"2-BR"
"308",58891,"Manhattan",741,"STUDIO"
"309",58891,"Manhattan",717,"STUDIO"
"310",58891,"Manhattan",854,"1-BR"
"311",58891,"Manhattan",430,"STUDIO"
"312",58891,"Manhattan",855,"STUDIO"
"313",58891,"Manhattan",687,"STUDIO"
"314",58891,"Manhattan",1044,"1-BR"
"315",58891,"Manhattan",1109,"2-BR"
"316",58891,"Manhattan",1259.5,"2-BR"
"317",58891,"Manhattan",897,"2-BR"
"318",58891,"Manhattan",1026,"2-BR"
"319",58891,"Manhattan",1072,"2-BR"
"320",58891,"Manhattan",716,"1-BR"
"321",58891,"Manhattan",667,"STUDIO"
"322",58891,"Manhattan",788,"2-BR"
"323",58891,"Manhattan",754,"2-BR"
"324",58891,"Manhattan",873.5,"2-BR"
"325",58891,"Manhattan",730,"1-BR"
"326",58891,"Manhattan",671,"STUDIO"
"327",58891,"Manhattan",721,"2-BR"
"328",58891,"Manhattan",952,"STUDIO"
"329",58891,"Manhattan",1389,"1-BR"
"330",58891,"Manhattan",1020,"STUDIO"
"331",58891,"Manhattan",1404,"1-BR"
"332",47888,"Manhattan",1291,"3-BR"
"333",47888,"Manhattan",2189,"3-BR"
"334",50291,"Manhattan",761,"2-BR"
"335",50291,"Manhattan",716,"STUDIO"
"336",51177,"Manhattan",691.5,"1-BR"
"337",51177,"Manhattan",859.5,"2-BR"
"338",51177,"Manhattan",819,"2-BR"
"339",51177,"Manhattan",743,"STUDIO"
"340",51177,"Manhattan",965,"2-BR"
"341",51177,"Manhattan",457,"2-BR"
"342",51177,"Manhattan",727,"1-BR"
"343",51177,"Manhattan",669,"1-BR"
"344",51177,"Manhattan",977,"2-BR"
"345",51177,"Manhattan",848.5,"1-BR"
"346",51177,"Manhattan",742,"1-BR"
"347",51177,"Manhattan",1053,"2-BR"
"348",51177,"Manhattan",802,"1-BR"
"349",51177,"Manhattan",367,"1-BR"
"350",51177,"Manhattan",612,"3-BR"
"351",51177,"Manhattan",790,"2-BR"
"352",51177,"Manhattan",753.5,"2-BR"
"353",51177,"Manhattan",820.5,"3-BR"
"354",51177,"Manhattan",735.5,"1-BR"
"355",51177,"Manhattan",1000,"3-BR"
"356",51177,"Manhattan",989,"3-BR"
"357",51177,"Manhattan",822,"2-BR"
"358",51177,"Manhattan",772,"1-BR"
"359",58887,"Manhattan",796,"1-BR"
"360",58887,"Manhattan",758,"1-BR"
"361",58887,"Manhattan",517.5,"1-BR"
"362",58887,"Manhattan",771.5,"2-BR"
"363",58887,"Manhattan",688,"2-BR"
"364",58887,"Manhattan",788,"1-BR"
"365",52674,"Manhattan",935.5,"2-BR"
"366",59474,"Manhattan",572.5,"1-BR"
"367",59474,"Manhattan",817,"3-BR"
"368",59474,"Manhattan",1042,"2-BR"
"369",59474,"Manhattan",766,"1-BR"
"370",59474,"Manhattan",855,"3-BR"
"371",59474,"Manhattan",838,"1-BR"
"372",59474,"Manhattan",649,"1-BR"
"373",59474,"Manhattan",609.5,"1-BR"
"374",59474,"Manhattan",852,"3-BR"
"375",59474,"Manhattan",830,"3-BR"
"376",59474,"Manhattan",775,"2-BR"
"377",58891,"Manhattan",685,"STUDIO"
"378",58891,"Manhattan",744,"1-BR"
"379",58891,"Manhattan",935,"1-BR"
"380",58891,"Manhattan",1034,"2-BR"
"381",58891,"Manhattan",1013,"2-BR"
"382",58891,"Manhattan",722.5,"1-BR"
"383",58891,"Manhattan",832.5,"1-BR"
"384",58891,"Manhattan",726.5,"1-BR"
"385",58891,"Manhattan",607.5,"2-BR"
"386",58891,"Manhattan",1036,"2-BR"
"387",58891,"Manhattan",943,"3-BR"
"388",58891,"Manhattan",844,"2-BR"
"389",52436,"Manhattan",751,"2-BR"
"390",52436,"Manhattan",747,"3-BR"
"391",60427,"Manhattan",4700,"3-BR"
"392",60427,"Manhattan",5075,"3-BR"
"393",60427,"Manhattan",2404,"STUDIO"
"394",60427,"Manhattan",2967,"1-BR"
"395",60427,"Manhattan",2300,"STUDIO"
"396",60427,"Manhattan",2800,"1-BR"
"397",59474,"Manhattan",1030.5,"1-BR"
"398",59474,"Manhattan",781.5,"STUDIO"
"399",59474,"Manhattan",459,"1-BR"
"400",59474,"Manhattan",711,"STUDIO"
"401",59474,"Manhattan",1143,"2-BR"
"402",59946,"Manhattan",1428,"2-BR"
"403",59946,"Manhattan",1210,"1-BR"
"404",59946,"Manhattan",1619,"3-BR"
"405",52674,"Manhattan",984,"2-BR"
"406",52674,"Manhattan",738.5,"1-BR"
"407",54709,"Manhattan",738.5,"2-BR"
"408",54709,"Manhattan",909.5,"3-BR"
"409",54709,"Manhattan",689,"2-BR"
"410",54709,"Manhattan",870,"3-BR"
"411",51177,"Manhattan",980,"3-BR"
"412",51177,"Manhattan",472,"2-BR"
"413",51177,"Manhattan",694,"1-BR"
"414",51177,"Manhattan",624,"1-BR"
"415",50132,"Manhattan",802.5,"2-BR"
"416",50132,"Manhattan",562,"3-BR"
"417",50132,"Manhattan",825,"4-BR"
"418",48638,"Manhattan",867,"STUDIO"
"419",48638,"Manhattan",714,"STUDIO"
"420",48638,"Manhattan",1224,"STUDIO"
"421",60427,"Manhattan",2967,"1-BR"
"422",60427,"Manhattan",3500,"2-BR"
"423",60427,"Manhattan",2800,"1-BR"
"424",60427,"Manhattan",3683,"2-BR"
"425",59946,"Manhattan",1794,"3-BR"
"426",59946,"Manhattan",1568,"2-BR"
"427",59946,"Manhattan",1274,"1-BR"
"428",59946,"Manhattan",1455,"2-BR"
"429",59946,"Manhattan",1075,"1-BR"
"430",59946,"Manhattan",1075,"1-BR"
"431",59946,"Manhattan",1455,"2-BR"
"432",59946,"Manhattan",1274,"1-BR"
"433",59946,"Manhattan",1568,"2-BR"
"434",59946,"Manhattan",1568,"2-BR"
"435",59946,"Manhattan",1274,"1-BR"
"436",59946,"Manhattan",1455,"2-BR"
"437",59946,"Manhattan",1075,"1-BR"
"438",59946,"Manhattan",1711,"4-BR"
"439",50519,"Manhattan",1385,"1-BR"
"440",50519,"Manhattan",865,"STUDIO"
"441",50519,"Manhattan",675,"STUDIO"
"442",50519,"Manhattan",929,"1-BR"
"443",50519,"Manhattan",1121,"2-BR"
"444",50519,"Manhattan",2068,"3-BR"
"445",50519,"Manhattan",1609,"2-BR"
"446",50519,"Manhattan",1289,"3-BR"
"447",50519,"Manhattan",929,"1-BR"
"448",52674,"Manhattan",664,"STUDIO"
"449",52674,"Manhattan",1214,"1-BR"
"450",52674,"Manhattan",902,"1-BR"
"451",52674,"Manhattan",881,"2-BR"
"452",52674,"Manhattan",937,"1-BR"
"453",52674,"Manhattan",887,"2-BR"
"454",52674,"Manhattan",775,"1-BR"
"455",59637,"Manhattan",203,"2-BR"
"456",59637,"Manhattan",571,"2-BR"
"457",59637,"Manhattan",848,"3-BR"
"458",59637,"Manhattan",916,"3-BR"
"459",59637,"Manhattan",915,"3-BR"
"460",59637,"Manhattan",785.5,"1-BR"
"461",59637,"Manhattan",607.5,"1-BR"
"462",59637,"Manhattan",669,"2-BR"
"463",59637,"Manhattan",636,"1-BR"
"464",59637,"Manhattan",416,"2-BR"
"465",59637,"Manhattan",95,"4-BR"
"466",59637,"Manhattan",198,"2-BR"
"467",59637,"Manhattan",1096,"4-BR"
"468",59637,"Manhattan",642,"1-BR"
"469",59637,"Manhattan",633,"STUDIO"
"470",59637,"Manhattan",912,"4-BR"
"471",52674,"Manhattan",920,"3-BR"
"472",52674,"Manhattan",855,"2-BR"
"473",52674,"Manhattan",826,"1-BR"
"474",52674,"Manhattan",1092,"1-BR"
"475",52674,"Manhattan",696,"2-BR"
"476",52674,"Manhattan",733,"1-BR"
"477",52674,"Manhattan",606,"STUDIO"
"478",52674,"Manhattan",486,"STUDIO"
"479",52674,"Manhattan",418.5,"2-BR"
"480",52674,"Manhattan",392,"1-BR"
"481",52674,"Manhattan",115,"STUDIO"
"482",52674,"Manhattan",501,"2-BR"
"483",52674,"Manhattan",530,"1-BR"
"484",52674,"Manhattan",605,"STUDIO"
"485",52674,"Manhattan",650,"1-BR"
"486",52674,"Manhattan",958,"1-BR"
"487",52674,"Manhattan",1113,"2-BR"
"488",52674,"Manhattan",676,"1-BR"
"489",52674,"Manhattan",748,"2-BR"
"490",52674,"Manhattan",1079.5,"1-BR"
"491",52674,"Manhattan",628,"1-BR"
"492",52674,"Manhattan",674,"2-BR"
"493",49445,"Manhattan",0,"1-BR"
"494",49445,"Manhattan",1229,"3-BR"
"495",49445,"Manhattan",862,"4-BR"
"496",49445,"Manhattan",807.5,"3-BR"
"497",49445,"Manhattan",0,"2-BR"
"498",49445,"Manhattan",929,"3-BR"
"499",49445,"Manhattan",978,"4-BR"
"500",49445,"Manhattan",1883,"2-BR"
"501",49445,"Manhattan",0,"2-BR"
"502",49445,"Manhattan",1005,"4-BR"
"503",49445,"Manhattan",1047,"3-BR"
"504",49445,"Manhattan",0,"2-BR"
"505",52674,"Manhattan",897.5,"2-BR"
"506",52674,"Manhattan",868,"3-BR"
"507",52674,"Manhattan",850,"1-BR"
"508",52674,"Manhattan",898.5,"STUDIO"
"509",52674,"Manhattan",565,"STUDIO"
"510",52674,"Manhattan",977,"2-BR"
"511",52674,"Manhattan",1075,"1-BR"
